source_code,source_concept_id,source_vocabulary_id,source_code_type,source_code_description,source_name_eng,target_concept_name,target_concept_code,target_concept_id,target_vocabulary_id,target_domain,target_concept_class_id,updated_date,valid_end_date
ABD99,0,None,ncsp,Muu operatsioon seljaajul või närvil valu või häiritud funktsiooni tõttu,Other operation on spinal cord or nerve for pain or impaired function,,No matching concept,0,None,,,2024-06-04,2099-12-31
ABE10,0,None,ncsp,Müelotseele või meningotseele ekstsisioon ja korrektsioon,Excision and repair of myelocele or meningocele,,No matching concept,0,None,,,2024-06-04,2099-12-31
ABE20,0,None,ncsp,Tethered cord’i või diastematomüeelia mobilisatsioon,Mobilisation of tethered cord or diastematomyelia,,No matching concept,0,None,,,2024-06-04,2099-12-31
ABE30,0,None,ncsp,Dermaalsiinuse ekstsisioon,Excision of dermal sinus,,No matching concept,0,None,,,2024-06-04,2099-12-31
ABE40,0,None,ncsp,Operatsioon hüdromüeelia korral,Operation for hydromyelia,,No matching concept,0,None,,,2024-06-04,2099-12-31
ABE50,0,None,ncsp,Oktsipitotservikaalne dekompressioon,Occipitocervical decompression,Decompression of foramen magnum,171481008,4062873,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
ABE99,0,None,ncsp,Muu operatsioon lülisamba malformatsiooni korral,Other operation for spinal malformation,,No matching concept,0,None,,,2024-06-04,2099-12-31
ABW99,0,None,ncsp,Muu operatsioon seljaajul või närvijuurtel,Other operation on spinal cord or nerve root,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACA11,0,None,ncsp,Perifeerse närvi eksploratsioon; n. medianus,Exploration of peripheral nerve; median,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACA12,0,None,ncsp,Perifeerse närvi eksploratsioon; n. radialis,Exploration of peripheral nerve; radial,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACA13,0,None,ncsp,Perifeerse närvi eksploratsioon; n. ulnaris,Exploration of peripheral nerve; ulnar,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACA14,0,None,ncsp,Perifeerse närvi eksploratsioon; n. peroneus,Exploration of peripheral nerve; peroneal,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACA15,0,None,ncsp,Perifeerse närvi eksploratsioon; n. tibialis,Exploration of peripheral nerve; tibial,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACA16,0,None,ncsp,Perifeerse närvi eksploratsioon; n. ischiadicus,Exploration of peripheral nerve; sciatic,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACA17,0,None,ncsp,Perifeerse närvi eksploratsioon; plexus lumbalis,Exploration of peripheral nerve; lumbar plexus,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACA18,0,None,ncsp,Perifeerse närvi eksploratsioon; mlexus brachialis,Exploration of peripheral nerve; brachial plexus,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACA19,0,None,ncsp,Perifeerse närvi eksploratsioon; muu või määratlemata,Exploration of peripheral nerve; other or unspecified,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACA21,0,None,ncsp,Perifeerse närvi biopsia; n. medianus,Biopsy of peripheral nerve; median,Biopsy of peripheral nerve,231069008,4332716,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
ACA22,0,None,ncsp,Perifeerse närvi biopsia; n. radialis,Biopsy of peripheral nerve; radial,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACA23,0,None,ncsp,Perifeerse närvi biopsia; n. ulnaris,Biopsy of peripheral nerve; ulnar,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACA24,0,None,ncsp,Perifeerse närvi biopsia; n. peroneus,Biopsy of peripheral nerve; peroneal,Biopsy of peripheral nerve,231069008,4332716,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
ACA25,0,None,ncsp,Perifeerse närvi biopsia; n. tibialis,Biopsy of peripheral nerve; tibial,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACA26,0,None,ncsp,Perifeerse närvi biopsia; n. ischiadicus,Biopsy of peripheral nerve; sciatic,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACA27,0,None,ncsp,Perifeerse närvi biopsia; plexus lumbalis,Biopsy of peripheral nerve; lumbar plexus,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACA28,0,None,ncsp,Perifeerse närvi biopsia; mlexus brachialis,Biopsy of peripheral nerve; brachial plexus,Biopsy of peripheral nerve,231069008,4332716,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
ACA29,0,None,ncsp,Perifeerse närvi biopsia; muu või määratlemata,Biopsy of peripheral nerve; other or unspecified,Biopsy of peripheral nerve,231069008,4332716,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
ACA91,0,None,ncsp,Muu diagnostiline operatsioon perifeersel närvil; n. medianus,Other diagnostic operation on peripheral nerve; median,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACA92,0,None,ncsp,Muu diagnostiline operatsioon perifeersel närvil; n. radialis,Other diagnostic operation on peripheral nerve; radial,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACA93,0,None,ncsp,Muu diagnostiline operatsioon perifeersel närvil; n. ulnaris,Other diagnostic operation on peripheral nerve; ulnar,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACA94,0,None,ncsp,Muu diagnostiline operatsioon perifeersel närvil; n. peroneus,Other diagnostic operation on peripheral nerve; peroneal,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACA95,0,None,ncsp,Muu diagnostiline operatsioon perifeersel närvil; n. tibialis,Other diagnostic operation on peripheral nerve; tibial,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACA96,0,None,ncsp,Muu diagnostiline operatsioon perifeersel närvil; n. ischiadicus,Other diagnostic operation on peripheral nerve; sciatic,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACA97,0,None,ncsp,Muu diagnostiline operatsioon perifeersel närvil; plexus lumbalis,Other diagnostic operation on peripheral nerve; lumbar plexus,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACA98,0,None,ncsp,Muu diagnostiline operatsioon perifeersel närvil; mlexus brachialis,Other diagnostic operation on peripheral nerve; brachial plexus,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACA99,0,None,ncsp,Muu diagnostiline operatsioon perifeersel närvil; muu või määratlemata,Other diagnostic operation on peripheral nerve; other or unspecified,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACB11,0,None,ncsp,Perifeerse närvi kahjustuse ekstsisioon; n. medianus,Excision of lesion of peripheral nerve; median,Excision of lesion of peripheral nerve,59866006,4243659,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
ACB12,0,None,ncsp,Perifeerse närvi kahjustuse ekstsisioon; n. radialis,Excision of lesion of peripheral nerve; radial,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACB13,0,None,ncsp,Perifeerse närvi kahjustuse ekstsisioon; n. ulnaris,Excision of lesion of peripheral nerve; ulnar,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACB14,0,None,ncsp,Perifeerse närvi kahjustuse ekstsisioon; n. peroneus,Excision of lesion of peripheral nerve; peroneal,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACB15,0,None,ncsp,Perifeerse närvi kahjustuse ekstsisioon; n. tibialis,Excision of lesion of peripheral nerve; tibial,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACB16,0,None,ncsp,Perifeerse närvi kahjustuse ekstsisioon; n. ischiadicus,Excision of lesion of peripheral nerve; sciatic,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACB17,0,None,ncsp,Perifeerse närvi kahjustuse ekstsisioon; plexus lumbalis,Excision of lesion of peripheral nerve; lumbar plexus,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACB18,0,None,ncsp,Perifeerse närvi kahjustuse ekstsisioon; mlexus brachialis,Excision of lesion of peripheral nerve; brachial plexus,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACB19,0,None,ncsp,Perifeerse närvi kahjustuse ekstsisioon; muu või määratlemata,Excision of lesion of peripheral nerve; other or unspecified,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACB21,0,None,ncsp,Perifeerse närvi õmblus; n. medianus,Suture of peripheral nerve; median,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACB22,0,None,ncsp,Perifeerse närvi õmblus; n. radialis,Suture of peripheral nerve; radial,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACB23,0,None,ncsp,Perifeerse närvi õmblus; n. ulnaris,Suture of peripheral nerve; ulnar,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACB24,0,None,ncsp,Perifeerse närvi õmblus; n. peroneus,Suture of peripheral nerve; peroneal,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACB25,0,None,ncsp,Perifeerse närvi õmblus; n. tibialis,Suture of peripheral nerve; tibial,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACB26,0,None,ncsp,Perifeerse närvi õmblus; n. ischiadicus,Suture of peripheral nerve; sciatic,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACB27,0,None,ncsp,Perifeerse närvi õmblus; plexus lumbalis,Suture of peripheral nerve; lumbar plexus,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACB28,0,None,ncsp,Perifeerse närvi õmblus; mlexus brachialis,Suture of peripheral nerve; brachial plexus,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACB29,0,None,ncsp,Perifeerse närvi õmblus; muu või määratlemata,Suture of peripheral nerve; other or unspecified,Peripheral neurorrhaphy,3666002,4280418,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
ACB91,0,None,ncsp,Muu operatsioon perifeerse närvi kahjustuse puhul; n. medianus,Other operation for lesion of peripheral nerve; median,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACB92,0,None,ncsp,Muu operatsioon perifeerse närvi kahjustuse puhul; n. radialis,Other operation for lesion of peripheral nerve; radial,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACB93,0,None,ncsp,Muu operatsioon perifeerse närvi kahjustuse puhul; n. ulnaris,Other operation for lesion of peripheral nerve; ulnar,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACB94,0,None,ncsp,Muu operatsioon perifeerse närvi kahjustuse puhul; n. peroneus,Other operation for lesion of peripheral nerve; peroneal,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACB95,0,None,ncsp,Muu operatsioon perifeerse närvi kahjustuse puhul; n. tibialis,Other operation for lesion of peripheral nerve; tibial,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACB96,0,None,ncsp,Muu operatsioon perifeerse närvi kahjustuse puhul; n. ischiadicus,Other operation for lesion of peripheral nerve; sciatic,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACB97,0,None,ncsp,Muu operatsioon perifeerse närvi kahjustuse puhul; plexus lumbalis,Other operation for lesion of peripheral nerve; lumbar plexus,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACB98,0,None,ncsp,Muu operatsioon perifeerse närvi kahjustuse puhul; mlexus brachialis,Other operation for lesion of peripheral nerve; brachial plexus,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACB99,0,None,ncsp,Muu operatsioon perifeerse närvi kahjustuse puhul; muu või määratlemata,Other operation for lesion of peripheral nerve; other or unspecified,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACC11,0,None,ncsp,Perifeerse närvi transtsisioon; n. medianus,Transcision of peripheral nerve; median,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACC12,0,None,ncsp,Perifeerse närvi transtsisioon; n. radialis,Transcision of peripheral nerve; radial,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACC13,0,None,ncsp,Perifeerse närvi transtsisioon; n. ulnaris,Transcision of peripheral nerve; ulnar,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACC14,0,None,ncsp,Perifeerse närvi transtsisioon; n. peroneus,Transcision of peripheral nerve; peroneal,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACC15,0,None,ncsp,Perifeerse närvi transtsisioon; n. tibialis,Transcision of peripheral nerve; tibial,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACC16,0,None,ncsp,Perifeerse närvi transtsisioon; n. ischiadicus,Transcision of peripheral nerve; sciatic,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACC17,0,None,ncsp,Perifeerse närvi transtsisioon; plexus lumbalis,Transcision of peripheral nerve; lumbar plexus,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACC18,0,None,ncsp,Perifeerse närvi transtsisioon; mlexus brachialis,Transcision of peripheral nerve; brachial plexus,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACC19,0,None,ncsp,Perifeerse närvi transtsisioon; muu või määratlemata,Transcision of peripheral nerve; other or unspecified,Transection of peripheral nerve,386768008,4303998,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
ACC21,0,None,ncsp,Perifeerse närvi rekonstruktsioon; n. medianus,Reconstruction of peripheral nerve; median,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACC22,0,None,ncsp,Perifeerse närvi rekonstruktsioon; n. radialis,Reconstruction of peripheral nerve; radial,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACC23,0,None,ncsp,Perifeerse närvi rekonstruktsioon; n. ulnaris,Reconstruction of peripheral nerve; ulnar,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACC24,0,None,ncsp,Perifeerse närvi rekonstruktsioon; n. peroneus,Reconstruction of peripheral nerve; peroneal,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACC25,0,None,ncsp,Perifeerse närvi rekonstruktsioon; n. tibialis,Reconstruction of peripheral nerve; tibial,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACC26,0,None,ncsp,Perifeerse närvi rekonstruktsioon; n. ischiadicus,Reconstruction of peripheral nerve; sciatic,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACC27,0,None,ncsp,Perifeerse närvi rekonstruktsioon; plexus lumbalis,Reconstruction of peripheral nerve; lumbar plexus,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACC28,0,None,ncsp,Perifeerse närvi rekonstruktsioon; mlexus brachialis,Reconstruction of peripheral nerve; brachial plexus,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACC29,0,None,ncsp,Perifeerse närvi rekonstruktsioon; muu või määratlemata,Reconstruction of peripheral nerve; other or unspecified,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACC41,0,None,ncsp,Perifeerse närvi transpositsioon; n. medianus,Transposition of peripheral nerve; median,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACC42,0,None,ncsp,Perifeerse närvi transpositsioon; n. radialis,Transposition of peripheral nerve; radial,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACC43,0,None,ncsp,Perifeerse närvi transpositsioon; n. ulnaris,Transposition of peripheral nerve; ulnar,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACC44,0,None,ncsp,Perifeerse närvi transpositsioon; n. peroneus,Transposition of peripheral nerve; peroneal,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACC45,0,None,ncsp,Perifeerse närvi transpositsioon; n. tibialis,Transposition of peripheral nerve; tibial,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACC46,0,None,ncsp,Perifeerse närvi transpositsioon; n. ischiadicus,Transposition of peripheral nerve; sciatic,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACC47,0,None,ncsp,Perifeerse närvi transpositsioon; plexus lumbalis,Transposition of peripheral nerve; lumbar plexus,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACC48,0,None,ncsp,Perifeerse närvi transpositsioon; mlexus brachialis,Transposition of peripheral nerve; brachial plexus,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACC49,0,None,ncsp,Perifeerse närvi transpositsioon; muu või määratlemata,Transposition of peripheral nerve; other or unspecified,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACC51,0,None,ncsp,Perifeerse närvi liidetest vabastamine ja dekompressioon; n. medianus,Decompression and freeing of adhesions of peripheral nerve; median,Decompression of median nerve,47534009,4166080,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
ACC52,0,None,ncsp,Perifeerse närvi liidetest vabastamine ja dekompressioon; n. radialis,Decompression and freeing of adhesions of peripheral nerve; radial,Decompression of radial nerve,300010007,4100913,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
ACC53,0,None,ncsp,Perifeerse närvi liidetest vabastamine ja dekompressioon; n. ulnaris,Decompression and freeing of adhesions of peripheral nerve; ulnar,Decompression of ulnar nerve,274000001,4158896,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
ACC54,0,None,ncsp,Perifeerse närvi liidetest vabastamine ja dekompressioon; n. peroneus,Decompression and freeing of adhesions of peripheral nerve; peroneal,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACC55,0,None,ncsp,Perifeerse närvi liidetest vabastamine ja dekompressioon; n. tibialis,Decompression and freeing of adhesions of peripheral nerve; tibial,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACC56,0,None,ncsp,Perifeerse närvi liidetest vabastamine ja dekompressioon; n. ischiadicus,Decompression and freeing of adhesions of peripheral nerve; sciatic,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACC57,0,None,ncsp,Perifeerse närvi liidetest vabastamine ja dekompressioon; plexus lumbalis,Decompression and freeing of adhesions of peripheral nerve; lumbar plexus,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACC58,0,None,ncsp,Perifeerse närvi liidetest vabastamine ja dekompressioon; mlexus brachialis,Decompression and freeing of adhesions of peripheral nerve; brachial plexus,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACC59,0,None,ncsp,Perifeerse närvi liidetest vabastamine ja dekompressioon; muu või määratlemata,Decompression and freeing of adhesions of peripheral nerve; other or unspecified,Decompression of peripheral nerve,38663004,4304919,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
ACC91,0,None,ncsp,Muu operatsioon perifeerse närvi häiritud funktsiooni korral; n. medianus,Other operation for impaired function of peripheral nerve; median,,No matching concept,0,None,,,2024-06-04,2099-12-31
ACC92,0,None,ncsp,Muu operatsioon perifeerse närvi häiritud funktsiooni korral; n. radialis,Other operation for impaired function of peripheral nerve; radial,,No matching concept,0,None,,,2024-06-04,2099-12-31
